item_id user_id rating date
2 10113 90 2010-11-03
2 10149 40 2012-07-05
2 10171 100 2010-10-24
2 10258 90 2010-10-27
2 10261 70 2011-03-13
2 10271 80 2010-10-29
2 10313 80 2011-09-15
2 10336 65 2010-10-31
2 10360 40 2014-11-14
2 10456 79 2010-11-20
2 10484 70 2011-07-07
2 10500 60 2010-11-07
2 10511 50 2018-08-30
2 10526 50 2010-11-07
2 10543 90 2010-11-08
2 10544 80 2010-11-08
2 10668 80 2011-09-02
2 10692 90 2010-12-19
2 10739 80 2010-11-17
2 10766 90 2010-11-19
2 10779 90 2010-11-20
2 10829 70 2011-04-23
2 10888 90 2010-11-25
2 10903 100 2010-11-27
2 10949 70 2013-01-10
2 11152 90 2011-05-01
2 11168 80 2011-12-23
2 11209 70 2010-12-11
2 11223 80 2015-05-15
2 11497 90 2010-12-23
2 11507 60 2012-01-15
2 11523 90 2010-12-25
2 11528 80 2010-12-26
2 11557 80 2010-12-26
2 11590 80 2010-12-27
2 11610 90 2012-03-17
2 11611 74 2010-12-27
2 11644 90 2010-12-29
2 11645 90 2010-12-29
2 11647 80 2010-12-29
2 11663 70 2015-11-29
2 11682 90 2010-12-30
2 11688 90 2011-01-25
2 11689 70 2012-03-02
2 11878 100 2011-01-05
2 11991 90 2011-01-09
2 12142 80 2011-01-14
2 12240 90 2011-01-29
2 12260 74 2011-06-28
2 12300 50 2014-04-28
2 12335 60 2016-02-08
2 12453 60 2015-11-21
2 12472 74 2011-01-28
2 12521 90 2011-01-30
2 12572 80 2011-02-27
2 12690 60 2021-03-11
2 12743 70 2011-02-07
2 12755 70 2011-02-07
2 12762 70 2011-02-07
2 12846 100 2011-05-03
2 12864 90 2011-02-16
2 12985 70 2011-02-16
2 13015 80 2011-02-18
2 13026 30 2011-02-18
2 13053 70 2011-02-20
2 13094 50 2011-02-21
2 13313 80 2011-03-03
2 13316 50 2011-03-03
2 13325 100 2011-03-03
2 13364 80 2011-04-28
2 13370 90 2011-03-05
2 13375 80 2011-12-27
2 13417 80 2011-03-07
2 13425 80 2011-04-06
2 13488 90 2011-03-11
2 13618 100 2011-04-24
2 13687 100 2011-03-21
2 13728 70 2011-03-22
2 13765 60 2011-03-25
2 13928 40 2013-11-15
2 13972 80 2011-06-29
2 14094 70 2011-04-08
2 14159 65 2011-09-08
2 14348 90 2011-04-19
2 14403 80 2011-04-21
2 14407 70 2011-12-18
2 14447 61 2011-04-22
2 14499 80 2011-08-06
2 14530 70 2011-04-26
2 14583 72 2011-04-28
